6,1,2.037,2.8,5.9829,1,0.59301,0.4259,0.44035,1,0.30575,0.93986,0.93863,0,18.933,1,2,3,26.082,2,0,29.782,1,0,0.38672,1,1,1
6,1,2.037,2.8,5.9829,1,0.59301,0.4259,0.44035,1,0.30575,0.93986,0.93863,0,18.933,1,2,3,26.082,2,0,29.782,1,0,0.38672,1,0,0
7,1,8.2721,6.0305,3.3443,1,0.0069977,0.58856,0.44549,1,0.8215,0.35791,0.42031,0,19.297,2,3,3,28.782,2,1,28.782,1,0,0.82678,1,0,0
7,1,8.2721,6.0305,3.3443,1,0.0069977,0.58856,0.44549,1,0.8215,0.35791,0.42031,0,19.297,2,3,3,28.782,2,1,28.782,1,0,0.82678,1,1,1
7,1,8.2721,6.0305,3.3443,1,0.0069977,0.58856,0.44549,1,0.8215,0.35791,0.42031,0,19.297,2,3,3,28.782,2,1,28.782,1,0,0.82678,1,0,0
8,1,6.7586,8.8878,1.1405,1,0.86097,0.67838,0.19543,1,0.52025,0.063738,0.63399,1,21.615,1,2,5,24.051,3,0,29.782,1,1,0.34353,1,1,0
8,1,6.7586,8.8878,1.1405,1,0.86097,0.67838,0.19543,1,0.52025,0.063738,0.63399,1,21.615,1,2,5,24.051,3,0,29.782,1,1,0.34353,1,1,0
8,1,6.7586,8.8878,1.1405,1,0.86097,0.67838,0.19543,1,0.52025,0.063738,0.63399,1,21.615,1,2,5,24.051,3,0,29.782,1,1,0.34353,1,0,1
9,1,2.4895,6.4323,6.6797,1,0.56372,0.034539,0.12358,1,0.73594,0.77271,0.42542,0,19.033,1,3,4,28.782,2,1,28.782,0,0,0.18064,1,0,0
9,1,2.4895,6.4323,6.6797,1,0.56372,0.034539,0.12358,1,0.73594,0.77271,0.42542,0,19.033,1,3,4,28.782,2,1,28.782,0,0,0.18064,1,0,1
9,1,2.4895,6.4323,6.6797,1,0.56372,0.034539,0.12358,1,0.73594,0.77271,0.42542,0,19.033,1,3,4,28.782,2,1,28.782,0,0,0.18064,1,0,0
10,1,4.7579,7.8606,5.4305,1,0.47594,0.094896,0.33048,1,0.41448,0.18582,0.65239,0,19.689,1,2,3,29.782,1,1,29.782,0,0,0.26771,1,0,1
10,1,4.7579,7.8606,5.4305,1,0.47594,0.094896,0.33048,1,0.41448,0.18582,0.65239,0,19.689,1,2,3,29.782,1,1,29.782,0,0,0.26771,1,0,0
10,1,4.7579,7.8606,5.4305,1,0.47594,0.094896,0.33048,1,0.41448,0.18582,0.65239,0,19.689,1,2,3,29.782,1,1,29.782,0,0,0.26771,1,0,0
11,1,3.9908,4.9114,1.7739,1,0.31431,0.76223,0.92707,1,0.23343,0.91153,0.17649,0,16.932,1,3,4,28.782,3,1,28.782,1,0,0.58206,2,0,0
11,1,3.9908,4.9114,1.7739,1,0.31431,0.76223,0.92707,1,0.23343,0.91153,0.17649,0,16.932,1,3,4,28.782,3,1,28.782,1,0,0.58206,2,0,0
11,1,3.9908,4.9114,1.7739,1,0.31431,0.76223,0.92707,1,0.23343,0.91153,0.17649,0,16.932,1,3,4,28.782,3,1,28.782,1,0,0.58206,2,1,1
12,1,5.9944,4.0346,3.9593,1,0.048584,0.65086,0.5171,1,0.14508,0.52056,0.92108,0,19.421,1,2,5,29.782,2,1,29.782,0,0,0.24812,2,1,0
12,1,5.9944,4.0346,3.9593,1,0.048584,0.65086,0.5171,1,0.14508,0.52056,0.92108,0,19.421,1,2,5,29.782,2,1,29.782,0,0,0.24812,2,0,1
12,1,5.9944,4.0346,3.9593,1,0.048584,0.65086,0.5171,1,0.14508,0.52056,0.92108,0,19.421,1,2,5,29.782,2,1,29.782,0,0,0.24812,2,0,0
13,1,8.0052,8.7744,4.9216,1,0.77362,0.16194,0.032228,1,0.27843,0.72085,0.37086,0,22.644,2,3,2,28.782,1,1,28.782,0,0,0.50738,1,0,1
13,1,8.0052,8.7744,4.9216,1,0.77362,0.16194,0.032228,1,0.27843,0.72085,0.37086,0,22.644,2,3,2,28.782,1,1,28.782,0,0,0.50738,1,0,0
13,1,8.0052,8.7744,4.9216,1,0.77362,0.16194,0.032228,1,0.27843,0.72085,0.37086,0,22.644,2,3,2,28.782,1,1,28.782,0,0,0.50738,1,1,0
14,1,1.0507,7.0818,4.3788,1,0.035828,0.95376,0.22979,1,0.28136,0.91286,0.83456,1,15.707,1,2,4,24.427,3,0,29.782,1,1,0.44239,1,0,0
14,1,1.0507,7.0818,4.3788,1,0.035828,0.95376,0.22979,1,0.28136,0.91286,0.83456,1,15.707,1,2,4,24.427,3,0,29.782,1,1,0.44239,1,0,0
14,1,1.0507,7.0818,4.3788,1,0.035828,0.95376,0.22979,1,0.28136,0.91286,0.83456,1,15.707,1,2,4,24.427,3,0,29.782,1,1,0.44239,1,0,1
15,1,8.2144,8.2649,6.3537,1,0.48883,0.34544,0.38875,1,0.41835,0.92637,0.86498,1,12.036,1,2,5,18.937,3,0,29.782,1,1,0.36055,1,0,0
15,1,8.2144,8.2649,6.3537,1,0.48883,0.34544,0.38875,1,0.41835,0.92637,0.86498,1,12.036,1,2,5,18.937,3,0,29.782,1,1,0.36055,1,0,0
15,1,8.2144,8.2649,6.3537,1,0.48883,0.34544,0.38875,1,0.41835,0.92637,0.86498,1,12.036,1,2,5,18.937,3,0,29.782,1,1,0.36055,1,1,1
16,1,8.4109,0.1067,1.5273,1,0.47877,0.97059,0.75284,1,0.031714,0.37537,0.88405,0,12.899,1,2,5,20.656,2,0,29.782,1,0,1,2,0,0
16,1,8.4109,0.1067,1.5273,1,0.47877,0.97059,0.75284,1,0.031714,0.37537,0.88405,0,12.899,1,2,5,20.656,2,0,29.782,1,0,1,2,0,1
16,1,8.4109,0.1067,1.5273,1,0.47877,0.97059,0.75284,1,0.031714,0.37537,0.88405,0,12.899,1,2,5,20.656,2,0,29.782,1,0,1,2,0,0
17,1,3.5451,0.95557,9.2931,1,0.50748,0.058498,0.10691,1,0.42689,0.60423,0.56341,0,13.135,1,2,3,29.782,1,1,29.782,1,0,0.25143,1,1,1
17,1,3.5451,0.95557,9.2931,1,0.50748,0.058498,0.10691,1,0.42689,0.60423,0.56341,0,13.135,1,2,3,29.782,1,1,29.782,1,0,0.25143,1,0,0
17,1,3.5451,0.95557,9.2931,1,0.50748,0.058498,0.10691,1,0.42689,0.60423,0.56341,0,13.135,1,2,3,29.782,1,1,29.782,1,0,0.25143,1,0,0
18,1,4.3007,5.4328,8.7017,1,0.52018,0.16609,0.34067,1,0.053454,0.60243,0.75542,1,13.086,1,3,2,12.169,3,0,28.782,1,1,0.23516,1,1,0
18,1,4.3007,5.4328,8.7017,1,0.52018,0.16609,0.34067,1,0.053454,0.60243,0.75542,1,13.086,1,3,2,12.169,3,0,28.782,1,1,0.23516,1,0,0
18,1,4.3007,5.4328,8.7017,1,0.52018,0.16609,0.34067,1,0.053454,0.60243,0.75542,1,13.086,1,3,2,12.169,3,0,28.782,1,1,0.23516,1,1,1
19,1,5.7224,8.5622,2.6559,1,0.30062,0.024889,0.97515,1,0.93759,0.29903,0.030124,0,14.009,1,2,2,29.782,1,1,29.782,1,0,0.44709,2,1,1
19,1,5.7224,8.5622,2.6559,1,0.30062,0.024889,0.97515,1,0.93759,0.29903,0.030124,0,14.009,1,2,2,29.782,1,1,29.782,1,0,0.44709,2,0,0
19,1,5.7224,8.5622,2.6559,1,0.30062,0.024889,0.97515,1,0.93759,0.29903,0.030124,0,14.009,1,2,2,29.782,1,1,29.782,1,0,0.44709,2,0,0
20,1,7.0082,2.6436,5.0905,1,0.45894,0.68545,0.024848,1,0.94361,0.38037,0.079338,0,21.242,1,2,5,29.782,3,1,29.782,0,0,0.28339,2,0,0
20,1,7.0082,2.6436,5.0905,1,0.45894,0.68545,0.024848,1,0.94361,0.38037,0.079338,0,21.242,1,2,5,29.782,3,1,29.782,0,0,0.28339,2,0,0
20,1,7.0082,2.6436,5.0905,1,0.45894,0.68545,0.024848,1,0.94361,0.38037,0.079338,0,21.242,1,2,5,29.782,3,1,29.782,0,0,0.28339,2,0,1
21,1,7.4247,7.7555,4.9045,1,0.44531,0.51819,0.66063,1,0.57152,0.28299,0.57642,1,14.06,2,2,2,19.059,3,0,29.782,1,1,1,1,0,0
21,1,7.4247,7.7555,4.9045,1,0.44531,0.51819,0.66063,1,0.57152,0.28299,0.57642,1,14.06,2,2,2,19.059,3,0,29.782,1,1,1,1,0,0
21,1,7.4247,7.7555,4.9045,1,0.44531,0.51819,0.66063,1,0.57152,0.28299,0.57642,1,14.06,2,2,2,19.059,3,0,29.782,1,1,1,1,0,1
22,1,7.5788,6.3792,0.41534,1,0.67454,0.80862,0.62171,1,0.77053,0.46529,0.35666,0,16.982,2,2,2,28.047,3,0,29.782,1,0,1,2,0,0
22,1,7.5788,6.3792,0.41534,1,0.67454,0.80862,0.62171,1,0.77053,0.46529,0.35666,0,16.982,2,2,2,28.047,3,0,29.782,1,0,1,2,0,0
22,1,7.5788,6.3792,0.41534,1,0.67454,0.80862,0.62171,1,0.77053,0.46529,0.35666,0,16.982,2,2,2,28.047,3,0,29.782,1,0,1,2,1,1
23,1,3.8913,7.2506,4.0466,1,0.31075,0.98533,0.026859,1,0.2909,0.29016,0.31616,0,16.785,1,2,3,29.782,2,1,29.782,0,0,0.42713,2,0,0
23,1,3.8913,7.2506,4.0466,1,0.31075,0.98533,0.026859,1,0.2909,0.29016,0.31616,0,16.785,1,2,3,29.782,2,1,29.782,0,0,0.42713,2,0,1
23,1,3.8913,7.2506,4.0466,1,0.31075,0.98533,0.026859,1,0.2909,0.29016,0.31616,0,16.785,1,2,3,29.782,2,1,29.782,0,0,0.42713,2,1,0
24,1,4.293,8.9465,3.7847,1,0.18926,0.77488,0.71195,1,0.093317,0.82906,0.23663,0,22.954,2,3,5,28.782,3,1,28.782,0,0,0.85356,2,0,0
24,1,4.293,8.9465,3.7847,1,0.18926,0.77488,0.71195,1,0.093317,0.82906,0.23663,0,22.954,2,3,5,28.782,3,1,28.782,0,0,0.85356,2,0,0
24,1,4.293,8.9465,3.7847,1,0.18926,0.77488,0.71195,1,0.093317,0.82906,0.23663,0,22.954,2,3,5,28.782,3,1,28.782,0,0,0.85356,2,0,1
25,1,9.5634,7.6799,1.6689,1,0.17197,0.73028,0.4385,1,0.87145,0.069519,0.24635,1,22.233,1,3,3,27.646,1,0,28.782,1,1,0.33786,1,1,1
25,1,9.5634,7.6799,1.6689,1,0.17197,0.73028,0.4385,1,0.87145,0.069519,0.24635,1,22.233,1,3,3,27.646,1,0,28.782,1,1,0.33786,1,0,0
25,1,9.5634,7.6799,1.6689,1,0.17197,0.73028,0.4385,1,0.87145,0.069519,0.24635,1,22.233,1,3,3,27.646,1,0,28.782,1,1,0.33786,1,1,0
26,1,5.7297,2.0685,8.495,1,0.0059306,0.04588,0.10798,1,0.3498,0.38197,0.15063,0,15.979,1,2,3,29.782,3,1,29.782,0,0,0.11701,2,0,0
26,1,5.7297,2.0685,8.495,1,0.0059306,0.04588,0.10798,1,0.3498,0.38197,0.15063,0,15.979,1,2,3,29.782,3,1,29.782,0,0,0.11701,2,0,0
26,1,5.7297,2.0685,8.495,1,0.0059306,0.04588,0.10798,1,0.3498,0.38197,0.15063,0,15.979,1,2,3,29.782,3,1,29.782,0,0,0.11701,2,1,1
27,1,8.4972,0.43304,6.5277,1,0.96482,0.96576,0.66152,1,0.66208,0.40612,0.12472,1,17.306,1,3,2,9.9262,1,0,28.782,1,1,1,1,1,1
27,1,8.4972,0.43304,6.5277,1,0.96482,0.96576,0.66152,1,0.66208,0.40612,0.12472,1,17.306,1,3,2,9.9262,1,0,28.782,1,1,1,1,0,0
27,1,8.4972,0.43304,6.5277,1,0.96482,0.96576,0.66152,1,0.66208,0.40612,0.12472,1,17.306,1,3,2,9.9262,1,0,28.782,1,1,1,1,0,0
28,1,2.7635,1.5356,5.1877,1,0.12369,0.59207,0.92176,1,0.35926,0.4779,0.56326,1,14.15,2,3,5,12.858,3,0,28.782,1,1,0.77186,1,0,0
28,1,2.7635,1.5356,5.1877,1,0.12369,0.59207,0.92176,1,0.35926,0.4779,0.56326,1,14.15,2,3,5,12.858,3,0,28.782,1,1,0.77186,1,0,0
28,1,2.7635,1.5356,5.1877,1,0.12369,0.59207,0.92176,1,0.35926,0.4779,0.56326,1,14.15,2,3,5,12.858,3,0,28.782,1,1,0.77186,1,0,1
29,1,6.2232,7.1831,7.2099,1,0.31406,0.97516,0.15532,1,0.165,0.21601,0.52622,0,21.229,2,2,3,29.782,2,1,29.782,0,0,0.58935,2,0,0
29,1,6.2232,7.1831,7.2099,1,0.31406,0.97516,0.15532,1,0.165,0.21601,0.52622,0,21.229,2,2,3,29.782,2,1,29.782,0,0,0.58935,2,0,1
29,1,6.2232,7.1831,7.2099,1,0.31406,0.97516,0.15532,1,0.165,0.21601,0.52622,0,21.229,2,2,3,29.782,2,1,29.782,0,0,0.58935,2,0,0
30,1,5.8836,1.2864,0.81244,1,0.23541,0.19247,0.58911,1,0.61287,0.81839,0.74996,0,18.167,1,2,4,29.782,2,1,29.782,0,0,0.13574,2,0,0
30,1,5.8836,1.2864,0.81244,1,0.23541,0.19247,0.58911,1,0.61287,0.81839,0.74996,0,18.167,1,2,4,29.782,2,1,29.782,0,0,0.13574,2,0,1
30,1,5.8836,1.2864,0.81244,1,0.23541,0.19247,0.58911,1,0.61287,0.81839,0.74996,0,18.167,1,2,4,29.782,2,1,29.782,0,0,0.13574,2,0,0
31,1,9.6347,2.2079,9.2769,1,0.34779,0.92989,0.16546,1,0.081243,0.93461,0.16081,1,16.247,1,3,2,28.782,2,1,28.782,0,3,0.35099,2,1,0
31,1,9.6347,2.2079,9.2769,1,0.34779,0.92989,0.16546,1,0.081243,0.93461,0.16081,1,16.247,1,3,2,28.782,2,1,28.782,0,3,0.35099,2,0,1
31,1,9.6347,2.2079,9.2769,1,0.34779,0.92989,0.16546,1,0.081243,0.93461,0.16081,1,16.247,1,3,2,28.782,2,1,28.782,0,3,0.35099,2,0,0
32,1,0.85903,4.5356,0.34021,1,0.22835,0.53738,0.36823,1,0.94785,0.87087,0.14122,0,17.56,1,2,4,29.782,3,1,29.782,0,0,0.32955,1,0,0
32,1,0.85903,4.5356,0.34021,1,0.22835,0.53738,0.36823,1,0.94785,0.87087,0.14122,0,17.56,1,2,4,29.782,3,1,29.782,0,0,0.32955,1,0,0
32,1,0.85903,4.5356,0.34021,1,0.22835,0.53738,0.36823,1,0.94785,0.87087,0.14122,0,17.56,1,2,4,29.782,3,1,29.782,0,0,0.32955,1,1,1
33,1,5.005,4.6526,2.265,1,0.8182,0.89475,0.3631,1,0.62541,0.47803,0.10652,0,14.317,1,2,2,27.536,1,0,29.782,1,0,0.96891,2,1,1
33,1,5.005,4.6526,2.265,1,0.8182,0.89475,0.3631,1,0.62541,0.47803,0.10652,0,14.317,1,2,2,27.536,1,0,29.782,1,0,0.96891,2,0,0
33,1,5.005,4.6526,2.265,1,0.8182,0.89475,0.3631,1,0.62541,0.47803,0.10652,0,14.317,1,2,2,27.536,1,0,29.782,1,0,0.96891,2,0,0
34,1,5.2159,0.89786,4.9984,1,0.38464,0.7625,0.49626,1,0.27957,0.97511,0.93593,1,14.608,1,3,2,16.82,3,0,28.782,1,1,0.54155,1,0,0
34,1,5.2159,0.89786,4.9984,1,0.38464,0.7625,0.49626,1,0.27957,0.97511,0.93593,1,14.608,1,3,2,16.82,3,0,28.782,1,1,0.54155,1,0,0
34,1,5.2159,0.89786,4.9984,1,0.38464,0.7625,0.49626,1,0.27957,0.97511,0.93593,1,14.608,1,3,2,16.82,3,0,28.782,1,1,0.54155,1,1,1
35,1,0.90166,5.0673,1.4228,1,0.78344,0.10098,0.5303,1,0.49954,0.18533,0.010988,0,13.724,2,3,5,28.782,3,1,28.782,0,0,0.77253,2,0,0
35,1,0.90166,5.0673,1.4228,1,0.78344,0.10098,0.5303,1,0.49954,0.18533,0.010988,0,13.724,2,3,5,28.782,3,1,28.782,0,0,0.77253,2,1,0
35,1,0.90166,5.0673,1.4228,1,0.78344,0.10098,0.5303,1,0.49954,0.18533,0.010988,0,13.724,2,3,5,28.782,3,1,28.782,0,0,0.77253,2,1,1
36,1,9.0467,0.76509,2.5216,1,0.37272,0.40022,0.90005,1,0.6993,0.60654,0.20378,0,22.425,2,3,5,26.101,3,0,28.782,1,0,1,1,0,0
36,1,9.0467,0.76509,2.5216,1,0.37272,0.40022,0.90005,1,0.6993,0.60654,0.20378,0,22.425,2,3,5,26.101,3,0,28.782,1,0,1,1,0,0
36,1,9.0467,0.76509,2.5216,1,0.37272,0.40022,0.90005,1,0.6993,0.60654,0.20378,0,22.425,2,3,5,26.101,3,0,28.782,1,0,1,1,0,1
37,1,8.8439,1.6652,9.0815,1,0.41859,0.085064,0.79846,1,0.79345,0.45754,0.64198,1,19.289,2,3,3,27.726,3,0,28.782,1,1,0.8234,1,0,0
37,1,8.8439,1.6652,9.0815,1,0.41859,0.085064,0.79846,1,0.79345,0.45754,0.64198,1,19.289,2,3,3,27.726,3,0,28.782,1,1,0.8234,1,1,0
37,1,8.8439,1.6652,9.0815,1,0.41859,0.085064,0.79846,1,0.79345,0.45754,0.64198,1,19.289,2,3,3,27.726,3,0,28.782,1,1,0.8234,1,1,1
38,1,4.3899,7.4771,5.377,1,0.70876,0.13353,0.024411,1,0.51044,0.19558,0.42298,0,16.747,2,3,5,28.782,1,1,28.782,0,0,0.39069,1,0,1
38,1,4.3899,7.4771,5.377,1,0.70876,0.13353,0.024411,1,0.51044,0.19558,0.42298,0,16.747,2,3,5,28.782,1,1,28.782,0,0,0.39069,1,0,0
38,1,4.3899,7.4771,5.377,1,0.70876,0.13353,0.024411,1,0.51044,0.19558,0.42298,0,16.747,2,3,5,28.782,1,1,28.782,0,0,0.39069,1,0,0
39,1,7.8172,3.3457,8.585,1,0.98991,0.049647,0.27822,1,0.086466,0.30479,0.95779,1,19.741,2,2,5,29.782,3,1,29.782,1,2,0.86853,1,0,0
39,1,7.8172,3.3457,8.585,1,0.98991,0.049647,0.27822,1,0.086466,0.30479,0.95779,1,19.741,2,2,5,29.782,3,1,29.782,1,2,0.86853,1,0,0
39,1,7.8172,3.3457,8.585,1,0.98991,0.049647,0.27822,1,0.086466,0.30479,0.95779,1,19.741,2,2,5,29.782,3,1,29.782,1,2,0.86853,1,0,1
40,1,1.4847,3.0505,5.2325,1,0.68224,0.56861,0.15587,1,0.67152,0.31785,0.28383,0,13.679,2,3,5,24.521,2,0,28.782,1,0,0.99803,2,0,0
40,1,1.4847,3.0505,5.2325,1,0.68224,0.56861,0.15587,1,0.67152,0.31785,0.28383,0,13.679,2,3,5,24.521,2,0,28.782,1,0,0.99803,2,0,1
40,1,1.4847,3.0505,5.2325,1,0.68224,0.56861,0.15587,1,0.67152,0.31785,0.28383,0,13.679,2,3,5,24.521,2,0,28.782,1,0,0.99803,2,1,0
41,1,6.1982,8.1888,8.4956,1,0.85792,0.15284,0.17148,1,0.30458,0.60523,0.88731,0,22.376,2,3,3,28.782,1,1,28.782,0,0,0.58254,2,1,1
41,1,6.1982,8.1888,8.4956,1,0.85792,0.15284,0.17148,1,0.30458,0.60523,0.88731,0,22.376,2,3,3,28.782,1,1,28.782,0,0,0.58254,2,0,0
41,1,6.1982,8.1888,8.4956,1,0.85792,0.15284,0.17148,1,0.30458,0.60523,0.88731,0,22.376,2,3,3,28.782,1,1,28.782,0,0,0.58254,2,0,0
42,1,2.6062,9.8205,2.384,1,0.47846,0.054442,0.36572,1,0.95132,0.46535,0.065643,0,21.989,2,3,2,28.782,3,1,28.782,0,0,0.90159,2,0,0
42,1,2.6062,9.8205,2.384,1,0.47846,0.054442,0.36572,1,0.95132,0.46535,0.065643,0,21.989,2,3,2,28.782,3,1,28.782,0,0,0.90159,2,1,0
42,1,2.6062,9.8205,2.384,1,0.47846,0.054442,0.36572,1,0.95132,0.46535,0.065643,0,21.989,2,3,2,28.782,3,1,28.782,0,0,0.90159,2,0,1
43,1,4.4566,9.6897,1.1582,1,0.047341,0.40048,0.073375,1,0.54126,0.37095,0.84338,0,17.749,1,3,4,28.782,2,1,28.782,0,0,0.20084,2,0,0
43,1,4.4566,9.6897,1.1582,1,0.047341,0.40048,0.073375,1,0.54126,0.37095,0.84338,0,17.749,1,3,4,28.782,2,1,28.782,0,0,0.20084,2,0,1
43,1,4.4566,9.6897,1.1582,1,0.047341,0.40048,0.073375,1,0.54126,0.37095,0.84338,0,17.749,1,3,4,28.782,2,1,28.782,0,0,0.20084,2,0,0
44,1,8.44,5.7662,6.4717,1,0.56613,0.47144,0.50088,1,0.14053,0.93866,0.27653,1,13.868,2,3,5,28.782,2,1,28.782,1,2,0.75011,2,0,0
44,1,8.44,5.7662,6.4717,1,0.56613,0.47144,0.50088,1,0.14053,0.93866,0.27653,1,13.868,2,3,5,28.782,2,1,28.782,1,2,0.75011,2,1,1
44,1,8.44,5.7662,6.4717,1,0.56613,0.47144,0.50088,1,0.14053,0.93866,0.27653,1,13.868,2,3,5,28.782,2,1,28.782,1,2,0.75011,2,0,0
45,1,1.962,2.3348,1.0757,1,0.23302,0.2042,0.70942,1,0.91355,0.91245,0.57156,0,19.26,1,2,5,29.109,2,0,29.782,1,0,0.33929,1,1,0
45,1,1.962,2.3348,1.0757,1,0.23302,0.2042,0.70942,1,0.91355,0.91245,0.57156,0,19.26,1,2,5,29.109,2,0,29.782,1,0,0.33929,1,1,1
45,1,1.962,2.3348,1.0757,1,0.23302,0.2042,0.70942,1,0.91355,0.91245,0.57156,0,19.26,1,2,5,29.109,2,0,29.782,1,0,0.33929,1,0,0
46,1,3.0385,2.921,2.8554,1,0.78118,0.18297,0.44378,1,0.057241,0.96682,0.64965,0,12.62,1,2,4,11.192,1,0,29.782,1,0,0.40255,1,0,1
46,1,3.0385,2.921,2.8554,1,0.78118,0.18297,0.44378,1,0.057241,0.96682,0.64965,0,12.62,1,2,4,11.192,1,0,29.782,1,0,0.40255,1,1,0
46,1,3.0385,2.921,2.8554,1,0.78118,0.18297,0.44378,1,0.057241,0.96682,0.64965,0,12.62,1,2,4,11.192,1,0,29.782,1,0,0.40255,1,1,0
47,1,4.8329,6.7376,0.98414,1,0.14373,0.77344,0.83155,1,0.31296,0.57514,0.87472,1,14.239,1,3,4,12.655,3,0,28.782,1,1,0.47654,1,0,0
47,1,4.8329,6.7376,0.98414,1,0.14373,0.77344,0.83155,1,0.31296,0.57514,0.87472,1,14.239,1,3,4,12.655,3,0,28.782,1,1,0.47654,1,0,0
47,1,4.8329,6.7376,0.98414,1,0.14373,0.77344,0.83155,1,0.31296,0.57514,0.87472,1,14.239,1,3,4,12.655,3,0,28.782,1,1,0.47654,1,1,1
48,1,3.3781,5.7374,2.8629,1,0.55511,0.6067,0.70957,1,0.22829,0.42859,0.48755,0,14.56,1,3,4,28.782,2,1,28.782,0,0,0.60088,2,0,0
48,1,3.3781,5.7374,2.8629,1,0.55511,0.6067,0.70957,1,0.22829,0.42859,0.48755,0,14.56,1,3,4,28.782,2,1,28.782,0,0,0.60088,2,0,1
48,1,3.3781,5.7374,2.8629,1,0.55511,0.6067,0.70957,1,0.22829,0.42859,0.48755,0,14.56,1,3,4,28.782,2,1,28.782,0,0,0.60088,2,0,0
49,1,7.9849,1.997,9.1239,1,0.40273,0.91094,0.21739,1,0.86643,0.0055034,0.1861,1,16.488,1,2,4,23.314,1,0,29.782,1,1,0.32932,1,0,1
49,1,7.9849,1.997,9.1239,1,0.40273,0.91094,0.21739,1,0.86643,0.0055034,0.1861,1,16.488,1,2,4,23.314,1,0,29.782,1,1,0.32932,1,0,0
49,1,7.9849,1.997,9.1239,1,0.40273,0.91094,0.21739,1,0.86643,0.0055034,0.1861,1,16.488,1,2,4,23.314,1,0,29.782,1,1,0.32932,1,0,0
50,1,9.8749,9.582,5.1383,1,0.50203,0.6103,0.9491,1,0.87122,0.025253,0.34926,1,13.047,1,2,4,21.732,1,0,29.782,1,1,0.91467,2,0,1
50,1,9.8749,9.582,5.1383,1,0.50203,0.6103,0.9491,1,0.87122,0.025253,0.34926,1,13.047,1,2,4,21.732,1,0,29.782,1,1,0.91467,2,0,0
50,1,9.8749,9.582,5.1383,1,0.50203,0.6103,0.9491,1,0.87122,0.025253,0.34926,1,13.047,1,2,4,21.732,1,0,29.782,1,1,0.91467,2,0,0
51,1,1.5905,3.3615,2.6483,1,0.87714,0.42667,0.011666,1,0.86217,0.59674,0.43466,0,21.251,1,3,2,28.782,3,1,28.782,0,0,0.35411,2,0,0
51,1,1.5905,3.3615,2.6483,1,0.87714,0.42667,0.011666,1,0.86217,0.59674,0.43466,0,21.251,1,3,2,28.782,3,1,28.782,0,0,0.35411,2,0,0
51,1,1.5905,3.3615,2.6483,1,0.87714,0.42667,0.011666,1,0.86217,0.59674,0.43466,0,21.251,1,3,2,28.782,3,1,28.782,0,0,0.35411,2,0,1
